,T,W,Wd,RH,P,Prec,Cloud,sin_day,cos_day
2024-06-19 03:00:00,23.7,10.0,232,88,1012.3,0.0,100,0.7071067811865475,0.7071067811865476
2024-06-19 04:00:00,23.4,9.2,231,89,1012.5,0.0,100,0.8660254037844386,0.5000000000000001
2024-06-19 05:00:00,23.0,7.4,223,90,1012.9,0.0,100,0.9659258262890682,0.25881904510252096
2024-06-19 06:00:00,23.8,9.3,216,88,1013.7,0.0,92,1.0,6.123233995736766e-17
2024-06-19 07:00:00,25.0,11.6,206,85,1013.7,0.0,86,0.9659258262890683,-0.25881904510252063
2024-06-19 08:00:00,26.1,14.5,222,80,1014.2,0.0,100,0.8660254037844387,-0.49999999999999983
2024-06-19 09:00:00,27.6,14.1,218,75,1013.9,0.0,95,0.7071067811865476,-0.7071067811865475
2024-06-19 10:00:00,28.6,14.7,234,73,1014.0,0.0,2,0.5000000000000003,-0.8660254037844385
2024-06-19 11:00:00,30.2,15.1,230,69,1013.8,0.0,70,0.258819045102521,-0.9659258262890682
2024-06-19 12:00:00,31.5,17.3,225,64,1013.4,0.0,100,1.2246467991473532e-16,-1.0
2024-06-19 13:00:00,31.8,18.1,229,62,1012.9,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-06-19 14:00:00,32.0,18.2,231,59,1012.4,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-06-19 15:00:00,33.2,20.6,234,52,1011.9,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-06-19 16:00:00,32.1,17.4,230,55,1011.7,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-06-19 17:00:00,31.0,17.8,234,59,1011.1,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-06-19 18:00:00,31.6,14.3,229,60,1011.0,0.0,100,-1.0,-1.8369701987210297e-16
2024-06-19 19:00:00,30.9,19.3,233,57,1010.8,0.0,100,-0.9659258262890684,0.2588190451025203
2024-06-19 20:00:00,29.5,19.9,235,60,1011.2,0.0,100,-0.866025403784439,0.49999999999999933
2024-06-19 21:00:00,28.6,20.2,229,64,1011.7,0.0,72,-0.7071067811865477,0.7071067811865474
2024-06-19 22:00:00,27.7,20.6,234,68,1012.2,0.0,100,-0.5000000000000004,0.8660254037844384
2024-06-19 23:00:00,27.2,21.2,238,72,1012.3,0.0,57,-0.25881904510252157,0.9659258262890681
2024-06-20 00:00:00,26.4,18.8,241,76,1012.0,0.0,100,0.0,1.0
2024-06-20 01:00:00,25.7,18.0,244,78,1012.2,0.0,100,0.25881904510252074,0.9659258262890683
2024-06-20 02:00:00,25.6,22.3,247,78,1012.6,0.0,100,0.49999999999999994,0.8660254037844387
2024-06-20 03:00:00,25.5,23.4,259,75,1012.6,0.0,89,0.7071067811865475,0.7071067811865476
2024-06-20 04:00:00,24.8,20.3,257,77,1012.7,0.0,44,0.8660254037844386,0.5000000000000001
2024-06-20 05:00:00,24.0,17.4,257,81,1013.2,0.0,18,0.9659258262890682,0.25881904510252096
2024-06-20 06:00:00,23.8,16.4,261,84,1013.4,0.0,39,1.0,6.123233995736766e-17
2024-06-20 07:00:00,24.8,16.6,268,81,1013.6,0.0,30,0.9659258262890683,-0.25881904510252063
2024-06-20 08:00:00,25.9,12.3,267,80,1013.8,0.0,4,0.8660254037844387,-0.49999999999999983
2024-06-20 09:00:00,28.5,11.9,268,72,1013.5,0.0,0,0.7071067811865476,-0.7071067811865475
2024-06-20 10:00:00,29.5,11.4,259,66,1013.7,0.0,0,0.5000000000000003,-0.8660254037844385
2024-06-20 11:00:00,30.5,12.4,253,62,1013.6,0.0,3,0.258819045102521,-0.9659258262890682
2024-06-20 12:00:00,31.2,13.2,259,59,1013.7,0.0,28,1.2246467991473532e-16,-1.0
2024-06-20 13:00:00,30.9,16.3,295,59,1013.6,0.7,96,-0.25881904510252035,-0.9659258262890684
2024-06-20 14:00:00,29.1,13.3,270,66,1013.2,2.2,100,-0.4999999999999998,-0.8660254037844388
2024-06-20 15:00:00,29.3,14.3,280,62,1012.8,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-06-20 16:00:00,29.1,8.0,324,59,1012.6,0.0,99,-0.8660254037844384,-0.5000000000000004
2024-06-20 17:00:00,28.1,7.4,219,65,1012.6,0.5,99,-0.9659258262890681,-0.2588190451025215
2024-06-20 18:00:00,27.1,12.1,217,76,1012.2,0.0,100,-1.0,-1.8369701987210297e-16
2024-06-20 19:00:00,26.5,11.6,216,76,1012.7,0.0,100,-0.9659258262890684,0.2588190451025203
2024-06-20 20:00:00,25.6,10.8,217,80,1013.1,0.0,100,-0.866025403784439,0.49999999999999933
2024-06-20 21:00:00,25.4,15.3,27,61,1014.1,0.1,100,-0.7071067811865477,0.7071067811865474
2024-06-20 22:00:00,23.9,10.4,34,56,1014.4,0.0,100,-0.5000000000000004,0.8660254037844384
2024-06-20 23:00:00,23.5,5.2,16,60,1014.7,0.0,100,-0.25881904510252157,0.9659258262890681
2024-06-21 00:00:00,23.0,5.4,356,63,1014.8,0.1,98,0.0,1.0
2024-06-21 01:00:00,22.6,6.8,3,61,1014.7,0.0,100,0.25881904510252074,0.9659258262890683
2024-06-21 02:00:00,21.6,10.2,8,60,1014.5,0.0,21,0.49999999999999994,0.8660254037844387
2024-06-21 03:00:00,20.1,6.9,9,67,1014.4,0.0,93,0.7071067811865475,0.7071067811865476
2024-06-21 04:00:00,19.9,8.7,7,67,1014.2,0.0,0,0.8660254037844386,0.5000000000000001
2024-06-21 05:00:00,18.6,10.0,13,69,1014.3,0.0,0,0.9659258262890682,0.25881904510252096
2024-06-21 06:00:00,18.4,10.7,20,68,1014.5,0.0,8,1.0,6.123233995736766e-17
2024-06-21 07:00:00,19.1,10.6,24,64,1014.9,0.0,100,0.9659258262890683,-0.25881904510252063
2024-06-21 08:00:00,19.5,11.4,13,63,1015.7,0.0,100,0.8660254037844387,-0.49999999999999983
2024-06-21 09:00:00,21.7,13.8,33,60,1015.6,0.0,47,0.7071067811865476,-0.7071067811865475
2024-06-21 10:00:00,23.2,15.8,41,55,1015.3,0.0,99,0.5000000000000003,-0.8660254037844385
2024-06-21 11:00:00,24.5,17.1,46,51,1015.2,0.0,100,0.258819045102521,-0.9659258262890682
2024-06-21 12:00:00,24.8,15.3,51,50,1014.8,0.0,100,1.2246467991473532e-16,-1.0
2024-06-21 13:00:00,25.0,12.4,54,49,1013.9,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-06-21 14:00:00,24.2,12.9,30,50,1013.4,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-06-21 15:00:00,23.0,15.1,25,55,1012.7,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-06-21 16:00:00,21.8,15.5,18,60,1012.4,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-06-21 17:00:00,21.5,12.0,21,63,1011.6,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-06-21 18:00:00,21.9,13.2,22,61,1011.0,0.0,100,-1.0,-1.8369701987210297e-16
2024-06-21 19:00:00,21.5,12.6,24,62,1010.6,0.0,75,-0.9659258262890684,0.2588190451025203
2024-06-21 20:00:00,20.6,7.9,30,66,1010.4,0.0,54,-0.866025403784439,0.49999999999999933
2024-06-21 21:00:00,19.4,6.8,32,78,1011.3,0.0,100,-0.7071067811865477,0.7071067811865474
2024-06-21 22:00:00,19.6,8.8,35,76,1011.1,0.0,100,-0.5000000000000004,0.8660254037844384
2024-06-21 23:00:00,19.5,7.1,41,76,1010.7,0.0,65,-0.25881904510252157,0.9659258262890681
2024-06-22 00:00:00,18.8,6.6,41,79,1010.3,0.0,100,0.0,1.0
2024-06-22 01:00:00,18.9,8.0,27,78,1010.1,0.0,100,0.25881904510252074,0.9659258262890683
2024-06-22 02:00:00,18.6,7.9,30,79,1009.3,0.0,100,0.49999999999999994,0.8660254037844387
2024-06-22 03:00:00,18.2,8.5,28,81,1009.0,0.0,100,0.7071067811865475,0.7071067811865476
2024-06-22 04:00:00,18.4,8.6,33,78,1008.8,0.0,100,0.8660254037844386,0.5000000000000001
2024-06-22 05:00:00,18.4,9.0,29,77,1008.7,0.3,100,0.9659258262890682,0.25881904510252096
2024-06-22 06:00:00,18.2,5.8,30,80,1008.5,0.2,100,1.0,6.123233995736766e-17
2024-06-22 07:00:00,18.7,7.9,3,80,1008.5,0.0,100,0.9659258262890683,-0.25881904510252063
2024-06-22 08:00:00,18.8,5.8,353,80,1008.8,0.0,100,0.8660254037844387,-0.49999999999999983
2024-06-22 09:00:00,19.4,8.4,10,76,1009.4,0.0,100,0.7071067811865476,-0.7071067811865475
2024-06-22 10:00:00,19.7,7.4,23,75,1009.1,0.0,100,0.5000000000000003,-0.8660254037844385
2024-06-22 11:00:00,20.8,7.0,21,71,1008.6,0.0,100,0.258819045102521,-0.9659258262890682
2024-06-22 12:00:00,21.1,6.2,10,68,1008.4,0.0,100,1.2246467991473532e-16,-1.0
2024-06-22 13:00:00,22.1,5.6,15,63,1007.8,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-06-22 14:00:00,22.2,1.3,56,61,1007.2,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-06-22 15:00:00,22.2,1.6,153,62,1006.7,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-06-22 16:00:00,23.1,3.1,126,60,1006.0,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-06-22 17:00:00,23.2,5.1,141,61,1005.2,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-06-22 18:00:00,23.0,6.4,153,64,1004.8,0.0,100,-1.0,-1.8369701987210297e-16
2024-06-22 19:00:00,22.5,6.8,155,69,1004.3,0.0,100,-0.9659258262890684,0.2588190451025203
2024-06-22 20:00:00,21.7,7.0,145,76,1004.2,0.0,100,-0.866025403784439,0.49999999999999933
2024-06-22 21:00:00,21.1,5.6,135,74,1004.6,0.0,100,-0.7071067811865477,0.7071067811865474
2024-06-22 22:00:00,20.5,5.6,117,78,1004.5,0.6,100,-0.5000000000000004,0.8660254037844384
2024-06-22 23:00:00,19.5,5.9,104,92,1003.6,0.5,100,-0.25881904510252157,0.9659258262890681
2024-06-23 00:00:00,19.4,7.3,101,95,1002.8,0.8,100,0.0,1.0
2024-06-23 01:00:00,19.4,11.2,111,97,1001.6,0.9,100,0.25881904510252074,0.9659258262890683
2024-06-23 02:00:00,19.5,12.1,127,97,1000.8,0.5,100,0.49999999999999994,0.8660254037844387
2024-06-23 03:00:00,19.1,12.7,135,97,999.7,0.6,100,0.7071067811865475,0.7071067811865476
2024-06-23 04:00:00,19.0,11.8,130,97,998.9,2.2,100,0.8660254037844386,0.5000000000000001
2024-06-23 05:00:00,19.0,16.2,127,97,997.2,2.1,100,0.9659258262890682,0.25881904510252096
2024-06-23 06:00:00,19.1,15.5,136,97,995.9,3.8,100,1.0,6.123233995736766e-17
2024-06-23 07:00:00,19.5,20.4,144,97,993.9,3.1,100,0.9659258262890683,-0.25881904510252063
2024-06-23 08:00:00,20.5,19.6,173,96,992.9,0.6,100,0.8660254037844387,-0.49999999999999983
2024-06-23 09:00:00,20.4,16.3,158,95,991.9,1.5,100,0.7071067811865476,-0.7071067811865475
2024-06-23 10:00:00,22.2,17.3,175,92,990.9,1.4,100,0.5000000000000003,-0.8660254037844385
2024-06-23 11:00:00,23.4,15.1,181,90,989.7,1.1,100,0.258819045102521,-0.9659258262890682
2024-06-23 12:00:00,22.8,9.6,214,91,989.2,0.8,100,1.2246467991473532e-16,-1.0
2024-06-23 13:00:00,22.3,8.9,220,96,987.8,1.9,100,-0.25881904510252035,-0.9659258262890684
2024-06-23 14:00:00,22.9,13.7,203,94,987.2,3.0,100,-0.4999999999999998,-0.8660254037844388
2024-06-23 15:00:00,23.0,24.7,226,93,986.3,4.9,100,-0.7071067811865471,-0.7071067811865479
2024-06-23 16:00:00,23.4,32.4,236,89,985.9,1.5,99,-0.8660254037844384,-0.5000000000000004
2024-06-23 17:00:00,24.5,30.2,237,82,985.6,0.1,31,-0.9659258262890681,-0.2588190451025215
2024-06-23 18:00:00,25.2,18.9,239,81,985.2,0.4,59,-1.0,-1.8369701987210297e-16
2024-06-23 19:00:00,23.4,18.1,223,87,985.2,4.8,99,-0.9659258262890684,0.2588190451025203
2024-06-23 20:00:00,22.0,21.9,245,92,985.0,4.4,64,-0.866025403784439,0.49999999999999933
2024-06-23 21:00:00,17.6,14.1,32,99,985.4,1.4,100,-0.7071067811865477,0.7071067811865474
2024-06-23 22:00:00,17.3,14.5,19,98,985.6,0.5,100,-0.5000000000000004,0.8660254037844384
2024-06-23 23:00:00,16.8,14.1,15,93,986.0,0.2,100,-0.25881904510252157,0.9659258262890681
2024-06-24 00:00:00,16.2,15.5,18,94,986.4,0.1,100,0.0,1.0
2024-06-24 01:00:00,15.9,17.3,23,95,986.9,0.1,100,0.25881904510252074,0.9659258262890683
2024-06-24 02:00:00,15.6,16.1,34,97,986.9,0.4,100,0.49999999999999994,0.8660254037844387
2024-06-24 03:00:00,15.7,14.0,35,97,987.2,0.7,100,0.7071067811865475,0.7071067811865476
2024-06-24 04:00:00,15.6,14.2,27,96,987.6,0.5,100,0.8660254037844386,0.5000000000000001
2024-06-24 05:00:00,15.4,15.2,22,96,988.1,0.4,100,0.9659258262890682,0.25881904510252096
2024-06-24 06:00:00,15.1,19.6,20,96,988.7,0.4,100,1.0,6.123233995736766e-17
2024-06-24 07:00:00,14.8,21.5,21,95,989.2,0.6,100,0.9659258262890683,-0.25881904510252063
2024-06-24 08:00:00,14.7,20.7,8,95,990.4,1.3,100,0.8660254037844387,-0.49999999999999983
2024-06-24 09:00:00,15.4,26.8,12,94,991.1,1.2,100,0.7071067811865476,-0.7071067811865475
2024-06-24 10:00:00,16.4,28.0,20,87,991.8,0.6,100,0.5000000000000003,-0.8660254037844385
2024-06-24 11:00:00,16.9,28.0,8,84,993.2,0.5,100,0.258819045102521,-0.9659258262890682
2024-06-24 12:00:00,16.8,25.3,4,85,994.5,1.2,100,1.2246467991473532e-16,-1.0
2024-06-24 13:00:00,18.8,18.8,355,79,995.0,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-06-24 14:00:00,19.6,16.8,350,74,995.8,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-06-24 15:00:00,20.6,10.8,323,73,996.5,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-06-24 16:00:00,21.4,9.6,290,73,996.7,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-06-24 17:00:00,22.4,8.3,268,71,996.4,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-06-24 18:00:00,22.3,9.5,245,74,996.5,0.0,7,-1.0,-1.8369701987210297e-16
2024-06-24 19:00:00,22.3,13.8,255,75,997.1,0.0,53,-0.9659258262890684,0.2588190451025203
2024-06-24 20:00:00,21.2,12.6,246,83,997.0,0.0,1,-0.866025403784439,0.49999999999999933
2024-06-24 21:00:00,19.8,8.0,252,76,997.5,0.0,6,-0.7071067811865477,0.7071067811865474
2024-06-24 22:00:00,19.1,8.4,263,74,997.8,0.0,7,-0.5000000000000004,0.8660254037844384
2024-06-24 23:00:00,18.1,7.9,267,79,998.0,0.0,32,-0.25881904510252157,0.9659258262890681
2024-06-25 00:00:00,17.8,8.0,278,82,998.1,0.0,9,0.0,1.0
2024-06-25 01:00:00,16.8,7.4,293,81,998.0,0.0,0,0.25881904510252074,0.9659258262890683
2024-06-25 02:00:00,16.3,8.0,297,80,998.1,0.0,1,0.49999999999999994,0.8660254037844387
2024-06-25 03:00:00,15.9,8.4,280,81,998.4,0.0,0,0.7071067811865475,0.7071067811865476
2024-06-25 04:00:00,15.4,8.6,248,84,998.7,0.0,0,0.8660254037844386,0.5000000000000001
2024-06-25 05:00:00,15.6,7.6,239,87,999.1,0.0,0,0.9659258262890682,0.25881904510252096
2024-06-25 06:00:00,17.1,9.0,247,87,1000.3,0.0,0,1.0,6.123233995736766e-17
2024-06-25 07:00:00,18.8,11.6,244,85,1000.4,0.0,0,0.9659258262890683,-0.25881904510252063
2024-06-25 08:00:00,20.0,11.3,239,79,1000.4,0.0,0,0.8660254037844387,-0.49999999999999983
2024-06-25 09:00:00,21.9,14.0,252,74,1000.6,0.0,10,0.7071067811865476,-0.7071067811865475
2024-06-25 10:00:00,23.6,12.3,238,70,1000.5,0.0,40,0.5000000000000003,-0.8660254037844385
2024-06-25 11:00:00,25.0,16.4,237,66,1000.1,0.0,6,0.258819045102521,-0.9659258262890682
2024-06-25 12:00:00,26.4,16.4,241,60,999.6,0.0,0,1.2246467991473532e-16,-1.0
2024-06-25 13:00:00,27.1,17.9,240,55,999.4,0.0,7,-0.25881904510252035,-0.9659258262890684
2024-06-25 14:00:00,27.4,18.9,230,50,998.6,0.0,33,-0.4999999999999998,-0.8660254037844388
2024-06-25 15:00:00,27.4,22.7,229,45,998.1,0.0,95,-0.7071067811865471,-0.7071067811865479
2024-06-25 16:00:00,27.4,26.0,233,44,997.8,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-06-25 17:00:00,26.9,25.4,232,44,996.9,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-06-25 18:00:00,25.7,23.7,234,50,996.6,0.0,100,-1.0,-1.8369701987210297e-16
2024-06-25 19:00:00,24.5,17.8,225,56,996.0,0.0,100,-0.9659258262890684,0.2588190451025203
2024-06-25 20:00:00,23.4,11.6,216,61,995.4,0.0,100,-0.866025403784439,0.49999999999999933
2024-06-25 21:00:00,22.2,10.7,228,63,995.8,0.0,100,-0.7071067811865477,0.7071067811865474
2024-06-25 22:00:00,21.3,11.9,209,70,995.6,0.0,100,-0.5000000000000004,0.8660254037844384
2024-06-25 23:00:00,21.8,17.4,198,65,995.2,0.0,74,-0.25881904510252157,0.9659258262890681
2024-06-26 00:00:00,20.6,16.7,199,70,994.7,0.1,100,0.0,1.0
2024-06-26 01:00:00,19.0,15.9,183,85,994.1,0.5,100,0.25881904510252074,0.9659258262890683
2024-06-26 02:00:00,18.7,17.0,185,87,993.3,0.0,96,0.49999999999999994,0.8660254037844387
2024-06-26 03:00:00,19.5,18.9,228,88,993.0,0.1,87,0.7071067811865475,0.7071067811865476
2024-06-26 04:00:00,19.5,17.7,246,91,993.0,0.0,95,0.8660254037844386,0.5000000000000001
2024-06-26 05:00:00,19.5,18.5,243,92,993.1,0.0,57,0.9659258262890682,0.25881904510252096
2024-06-26 06:00:00,19.9,20.7,253,89,993.4,0.0,100,1.0,6.123233995736766e-17
2024-06-26 07:00:00,20.2,18.7,254,88,993.8,0.0,98,0.9659258262890683,-0.25881904510252063
2024-06-26 08:00:00,21.0,18.4,253,83,994.1,0.0,55,0.8660254037844387,-0.49999999999999983
2024-06-26 09:00:00,22.8,19.9,264,77,993.3,0.0,18,0.7071067811865476,-0.7071067811865475
2024-06-26 10:00:00,23.6,20.2,267,71,993.8,0.1,8,0.5000000000000003,-0.8660254037844385
2024-06-26 11:00:00,24.8,18.6,260,66,994.0,0.0,6,0.258819045102521,-0.9659258262890682
2024-06-26 12:00:00,25.5,21.3,265,59,994.1,0.1,35,1.2246467991473532e-16,-1.0
2024-06-26 13:00:00,25.8,21.6,259,55,994.3,0.0,30,-0.25881904510252035,-0.9659258262890684
2024-06-26 14:00:00,26.4,21.2,260,52,993.9,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-06-26 15:00:00,26.2,23.2,263,51,993.9,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-06-26 16:00:00,25.8,20.9,270,55,993.6,0.1,100,-0.8660254037844384,-0.5000000000000004
2024-06-26 17:00:00,23.6,15.5,267,64,993.7,0.3,100,-0.9659258262890681,-0.2588190451025215
2024-06-26 18:00:00,23.9,15.6,255,63,993.8,0.0,100,-1.0,-1.8369701987210297e-16
2024-06-26 19:00:00,22.8,14.0,282,68,994.4,0.0,100,-0.9659258262890684,0.2588190451025203
2024-06-26 20:00:00,21.6,11.6,275,70,994.4,0.0,100,-0.866025403784439,0.49999999999999933
2024-06-26 21:00:00,19.8,7.1,311,82,994.2,0.0,100,-0.7071067811865477,0.7071067811865474
2024-06-26 22:00:00,19.8,5.4,270,79,994.5,0.1,100,-0.5000000000000004,0.8660254037844384
2024-06-26 23:00:00,18.7,10.7,258,87,994.9,0.5,100,-0.25881904510252157,0.9659258262890681
2024-06-27 00:00:00,18.2,6.6,299,95,994.6,0.6,100,0.0,1.0
2024-06-27 01:00:00,18.0,6.4,286,96,994.7,0.7,100,0.25881904510252074,0.9659258262890683
2024-06-27 02:00:00,17.2,6.2,291,95,994.9,1.8,100,0.49999999999999994,0.8660254037844387
2024-06-27 03:00:00,17.2,4.9,306,94,994.6,1.0,100,0.7071067811865475,0.7071067811865476
2024-06-27 04:00:00,16.6,6.8,360,93,994.8,0.5,90,0.8660254037844386,0.5000000000000001
2024-06-27 05:00:00,15.8,10.3,12,92,994.7,0.0,61,0.9659258262890682,0.25881904510252096
2024-06-27 06:00:00,15.2,7.6,360,90,994.7,0.0,57,1.0,6.123233995736766e-17
2024-06-27 07:00:00,15.7,7.8,326,85,995.0,0.0,32,0.9659258262890683,-0.25881904510252063
2024-06-27 08:00:00,16.6,8.7,300,81,995.5,0.0,58,0.8660254037844387,-0.49999999999999983
2024-06-27 09:00:00,16.5,9.7,315,81,996.0,0.0,41,0.7071067811865476,-0.7071067811865475
2024-06-27 10:00:00,18.0,14.7,292,71,996.3,0.1,34,0.5000000000000003,-0.8660254037844385
2024-06-27 11:00:00,19.0,19.1,273,65,996.4,0.0,31,0.258819045102521,-0.9659258262890682
2024-06-27 12:00:00,19.4,24.5,274,59,996.8,0.0,25,1.2246467991473532e-16,-1.0
2024-06-27 13:00:00,19.6,26.7,274,52,997.1,0.0,13,-0.25881904510252035,-0.9659258262890684
2024-06-27 14:00:00,19.8,28.2,275,47,997.5,0.0,8,-0.4999999999999998,-0.8660254037844388
2024-06-27 15:00:00,19.3,30.6,279,43,998.2,0.0,18,-0.7071067811865471,-0.7071067811865479
2024-06-27 16:00:00,19.0,30.5,284,41,999.2,0.0,9,-0.8660254037844384,-0.5000000000000004
2024-06-27 17:00:00,18.5,28.3,285,43,999.8,0.0,14,-0.9659258262890681,-0.2588190451025215
2024-06-27 18:00:00,17.9,26.2,286,43,1000.6,0.0,10,-1.0,-1.8369701987210297e-16
2024-06-27 19:00:00,17.2,21.5,291,45,1001.2,0.0,2,-0.9659258262890684,0.2588190451025203
2024-06-27 20:00:00,16.4,16.3,305,47,1002.1,0.0,18,-0.866025403784439,0.49999999999999933
2024-06-27 21:00:00,15.4,15.6,322,45,1003.8,0.0,16,-0.7071067811865477,0.7071067811865474
2024-06-27 22:00:00,14.1,12.5,311,48,1005.0,0.0,1,-0.5000000000000004,0.8660254037844384
2024-06-27 23:00:00,13.0,10.1,297,53,1005.3,0.0,0,-0.25881904510252157,0.9659258262890681
2024-06-28 00:00:00,12.4,10.4,290,57,1005.9,0.0,0,0.0,1.0
2024-06-28 01:00:00,11.9,10.5,292,60,1006.2,0.0,0,0.25881904510252074,0.9659258262890683
2024-06-28 02:00:00,11.3,9.7,292,63,1006.5,0.0,0,0.49999999999999994,0.8660254037844387
2024-06-28 03:00:00,10.7,8.4,290,67,1006.7,0.0,0,0.7071067811865475,0.7071067811865476
2024-06-28 04:00:00,10.3,8.1,291,71,1007.2,0.0,0,0.8660254037844386,0.5000000000000001
2024-06-28 05:00:00,10.1,8.6,285,74,1008.2,0.0,0,0.9659258262890682,0.25881904510252096
2024-06-28 06:00:00,10.8,8.9,297,76,1009.2,0.0,0,1.0,6.123233995736766e-17
2024-06-28 07:00:00,12.3,9.2,301,75,1009.8,0.0,0,0.9659258262890683,-0.25881904510252063
2024-06-28 08:00:00,14.2,8.4,295,70,1010.6,0.0,0,0.8660254037844387,-0.49999999999999983
2024-06-28 09:00:00,16.2,8.7,287,54,1011.4,0.0,0,0.7071067811865476,-0.7071067811865475
2024-06-28 10:00:00,17.5,6.1,267,47,1011.4,0.0,1,0.5000000000000003,-0.8660254037844385
2024-06-28 11:00:00,18.5,7.4,227,48,1011.6,0.0,3,0.258819045102521,-0.9659258262890682
2024-06-28 12:00:00,19.4,8.6,213,49,1011.0,0.0,0,1.2246467991473532e-16,-1.0
2024-06-28 13:00:00,20.3,8.1,225,50,1010.9,0.0,15,-0.25881904510252035,-0.9659258262890684
2024-06-28 14:00:00,20.8,9.0,233,48,1010.7,0.0,83,-0.4999999999999998,-0.8660254037844388
2024-06-28 15:00:00,21.0,10.0,221,47,1010.5,0.0,97,-0.7071067811865471,-0.7071067811865479
2024-06-28 16:00:00,21.1,11.5,224,48,1010.3,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-06-28 17:00:00,21.9,11.3,217,45,1009.8,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-06-28 18:00:00,21.4,11.9,194,48,1009.5,0.0,97,-1.0,-1.8369701987210297e-16
2024-06-28 19:00:00,21.1,6.4,196,54,1009.6,0.0,100,-0.9659258262890684,0.2588190451025203
2024-06-28 20:00:00,19.6,6.9,189,60,1009.8,0.0,100,-0.866025403784439,0.49999999999999933
2024-06-28 21:00:00,18.6,13.0,175,56,1010.1,0.0,100,-0.7071067811865477,0.7071067811865474
2024-06-28 22:00:00,17.9,9.7,153,59,1010.5,0.0,100,-0.5000000000000004,0.8660254037844384
2024-06-28 23:00:00,17.9,11.3,127,63,1010.0,0.0,100,-0.25881904510252157,0.9659258262890681
2024-06-29 00:00:00,18.0,13.8,131,60,1009.6,0.0,100,0.0,1.0
2024-06-29 01:00:00,18.1,14.8,139,61,1009.1,0.0,100,0.25881904510252074,0.9659258262890683
2024-06-29 02:00:00,18.2,16.9,156,62,1008.6,0.0,100,0.49999999999999994,0.8660254037844387
2024-06-29 03:00:00,18.5,17.4,162,56,1008.6,0.0,100,0.7071067811865475,0.7071067811865476
2024-06-29 04:00:00,18.5,17.7,156,56,1008.0,0.0,100,0.8660254037844386,0.5000000000000001
2024-06-29 05:00:00,18.5,17.0,163,56,1007.6,0.0,100,0.9659258262890682,0.25881904510252096
2024-06-29 06:00:00,18.0,15.2,173,60,1008.0,0.0,100,1.0,6.123233995736766e-17
2024-06-29 07:00:00,17.5,16.1,153,68,1007.8,0.2,100,0.9659258262890683,-0.25881904510252063
2024-06-29 08:00:00,18.2,18.2,153,72,1007.5,0.0,100,0.8660254037844387,-0.49999999999999983
2024-06-29 09:00:00,18.9,14.7,158,76,1007.0,0.4,100,0.7071067811865476,-0.7071067811865475
2024-06-29 10:00:00,17.9,17.8,159,83,1006.5,0.1,100,0.5000000000000003,-0.8660254037844385
2024-06-29 11:00:00,17.5,22.4,154,85,1005.5,0.5,100,0.258819045102521,-0.9659258262890682
2024-06-29 12:00:00,17.8,20.6,155,86,1005.1,0.4,100,1.2246467991473532e-16,-1.0
2024-06-29 13:00:00,17.9,21.8,149,85,1003.8,0.2,100,-0.25881904510252035,-0.9659258262890684
2024-06-29 14:00:00,17.9,20.0,154,93,1003.0,1.6,100,-0.4999999999999998,-0.8660254037844388
2024-06-29 15:00:00,17.6,21.2,165,95,1002.3,9.6,100,-0.7071067811865471,-0.7071067811865479
2024-06-29 16:00:00,18.4,20.3,155,95,1001.0,2.1,100,-0.8660254037844384,-0.5000000000000004
2024-06-29 17:00:00,19.1,17.7,167,95,1000.1,2.5,100,-0.9659258262890681,-0.2588190451025215
2024-06-29 18:00:00,19.4,15.9,174,96,999.4,3.5,100,-1.0,-1.8369701987210297e-16
2024-06-29 19:00:00,19.7,14.0,168,96,998.9,0.8,100,-0.9659258262890684,0.2588190451025203
2024-06-29 20:00:00,20.9,16.6,193,93,998.7,1.6,100,-0.866025403784439,0.49999999999999933
2024-06-29 21:00:00,21.6,18.8,225,93,998.9,0.3,100,-0.7071067811865477,0.7071067811865474
