,T,W,Wd,RH,P,Prec,Cloud,sin_day,cos_day
2024-01-01 00:00:00,-6.8,7.2,6,63,1008.1,0.0,100,0.0,1.0
2024-01-01 01:00:00,-6.8,7.6,357,63,1008.4,0.0,100,0.25881904510252074,0.9659258262890683
2024-01-01 02:00:00,-6.9,6.6,347,63,1008.5,0.0,100,0.49999999999999994,0.8660254037844387
2024-01-01 03:00:00,-7.4,4.7,337,67,1009.0,0.0,78,0.7071067811865475,0.7071067811865476
2024-01-01 04:00:00,-8.3,5.0,330,71,1009.1,0.0,34,0.8660254037844386,0.5000000000000001
2024-01-01 05:00:00,-8.5,5.6,333,73,1009.0,0.0,17,0.9659258262890682,0.25881904510252096
2024-01-01 06:00:00,-8.6,5.8,338,74,1009.0,0.0,27,1.0,6.123233995736766e-17
2024-01-01 07:00:00,-8.9,5.0,330,75,1009.0,0.0,91,0.9659258262890683,-0.25881904510252063
2024-01-01 08:00:00,-8.8,6.5,341,75,1009.7,0.0,19,0.8660254037844387,-0.49999999999999983
2024-01-01 09:00:00,-7.0,7.4,337,73,1010.0,0.0,74,0.7071067811865476,-0.7071067811865475
2024-01-01 10:00:00,-6.1,7.0,348,67,1010.4,0.0,66,0.5000000000000003,-0.8660254037844385
2024-01-01 11:00:00,-5.1,7.2,360,60,1010.9,0.0,100,0.258819045102521,-0.9659258262890682
2024-01-01 12:00:00,-4.3,4.8,318,55,1010.5,0.0,98,1.2246467991473532e-16,-1.0
2024-01-01 13:00:00,-4.1,7.2,273,52,1010.0,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-01-01 14:00:00,-3.9,9.4,270,52,1009.8,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-01-01 15:00:00,-3.8,10.9,264,52,1009.6,0.0,96,-0.7071067811865471,-0.7071067811865479
2024-01-01 16:00:00,-4.0,12.0,261,53,1009.6,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-01-01 17:00:00,-4.2,12.4,260,54,1009.8,0.0,99,-0.9659258262890681,-0.2588190451025215
2024-01-01 18:00:00,-4.6,10.0,249,57,1009.9,0.0,42,-1.0,-1.8369701987210297e-16
2024-01-01 19:00:00,-5.4,10.8,249,61,1009.6,0.0,23,-0.9659258262890684,0.2588190451025203
2024-01-01 20:00:00,-6.0,11.6,248,64,1009.6,0.0,21,-0.866025403784439,0.49999999999999933
2024-01-01 21:00:00,-6.7,13.4,246,67,1010.0,0.0,3,-0.7071067811865477,0.7071067811865474
2024-01-01 22:00:00,-6.8,13.2,248,68,1009.9,0.0,1,-0.5000000000000004,0.8660254037844384
2024-01-01 23:00:00,-6.8,13.7,243,68,1009.4,0.0,27,-0.25881904510252157,0.9659258262890681
2024-01-02 00:00:00,-6.8,14.3,245,67,1009.2,0.0,98,0.0,1.0
2024-01-02 01:00:00,-6.6,14.3,242,67,1008.7,0.0,86,0.25881904510252074,0.9659258262890683
2024-01-02 02:00:00,-6.6,14.3,236,70,1008.2,0.0,57,0.49999999999999994,0.8660254037844387
2024-01-02 03:00:00,-6.5,14.9,233,74,1008.3,0.0,39,0.7071067811865475,0.7071067811865476
2024-01-02 04:00:00,-6.2,16.5,234,75,1007.9,0.0,39,0.8660254037844386,0.5000000000000001
2024-01-02 05:00:00,-5.9,17.5,238,75,1007.4,0.0,91,0.9659258262890682,0.25881904510252096
2024-01-02 06:00:00,-5.8,17.2,237,76,1007.3,0.0,37,1.0,6.123233995736766e-17
2024-01-02 07:00:00,-6.1,16.5,238,79,1007.3,0.0,33,0.9659258262890683,-0.25881904510252063
2024-01-02 08:00:00,-5.9,16.9,236,81,1007.3,0.0,73,0.8660254037844387,-0.49999999999999983
2024-01-02 09:00:00,-3.3,21.0,248,77,1007.0,0.0,100,0.7071067811865476,-0.7071067811865475
2024-01-02 10:00:00,-2.0,19.3,249,74,1007.1,0.0,100,0.5000000000000003,-0.8660254037844385
2024-01-02 11:00:00,-0.9,18.4,244,72,1007.1,0.0,100,0.258819045102521,-0.9659258262890682
2024-01-02 12:00:00,-0.1,25.8,242,69,1006.2,0.0,100,1.2246467991473532e-16,-1.0
2024-01-02 13:00:00,0.4,24.2,242,65,1005.3,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-01-02 14:00:00,1.0,24.4,239,61,1004.4,0.0,93,-0.4999999999999998,-0.8660254037844388
2024-01-02 15:00:00,1.6,21.7,241,55,1003.6,0.0,7,-0.7071067811865471,-0.7071067811865479
2024-01-02 16:00:00,1.8,16.9,236,56,1003.1,0.0,31,-0.8660254037844384,-0.5000000000000004
2024-01-02 17:00:00,0.6,13.1,233,65,1002.9,0.0,86,-0.9659258262890681,-0.2588190451025215
2024-01-02 18:00:00,0.1,16.8,227,74,1002.9,0.0,92,-1.0,-1.8369701987210297e-16
2024-01-02 19:00:00,-0.1,20.8,233,77,1002.8,0.0,78,-0.9659258262890684,0.2588190451025203
2024-01-02 20:00:00,-0.6,19.7,235,79,1002.7,0.0,33,-0.866025403784439,0.49999999999999933
2024-01-02 21:00:00,-1.6,16.9,241,87,1003.6,0.0,7,-0.7071067811865477,0.7071067811865474
2024-01-02 22:00:00,-1.9,18.2,245,87,1003.5,0.0,18,-0.5000000000000004,0.8660254037844384
2024-01-02 23:00:00,-2.1,17.8,249,86,1003.3,0.0,30,-0.25881904510252157,0.9659258262890681
2024-01-03 00:00:00,-2.2,16.8,247,86,1003.2,0.0,67,0.0,1.0
2024-01-03 01:00:00,-2.0,16.9,236,85,1002.7,0.0,100,0.25881904510252074,0.9659258262890683
2024-01-03 02:00:00,-1.1,17.1,240,82,1002.5,0.0,100,0.49999999999999994,0.8660254037844387
2024-01-03 03:00:00,-0.6,16.3,239,80,1002.5,0.0,100,0.7071067811865475,0.7071067811865476
2024-01-03 04:00:00,-0.4,15.8,240,80,1002.4,0.0,100,0.8660254037844386,0.5000000000000001
2024-01-03 05:00:00,-0.4,14.8,241,81,1002.2,0.0,100,0.9659258262890682,0.25881904510252096
2024-01-03 06:00:00,-0.3,14.7,242,81,1002.4,0.0,100,1.0,6.123233995736766e-17
2024-01-03 07:00:00,-0.2,14.2,243,81,1002.5,0.0,100,0.9659258262890683,-0.25881904510252063
2024-01-03 08:00:00,-0.3,13.6,238,82,1002.7,0.0,86,0.8660254037844387,-0.49999999999999983
2024-01-03 09:00:00,-0.4,11.8,230,88,1003.3,0.0,100,0.7071067811865476,-0.7071067811865475
2024-01-03 10:00:00,0.3,14.3,231,84,1003.5,0.0,100,0.5000000000000003,-0.8660254037844385
2024-01-03 11:00:00,1.0,15.1,230,79,1003.8,0.0,100,0.258819045102521,-0.9659258262890682
2024-01-03 12:00:00,1.6,15.4,233,77,1003.4,0.0,100,1.2246467991473532e-16,-1.0
2024-01-03 13:00:00,2.1,17.6,235,75,1002.8,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-01-03 14:00:00,1.7,14.3,225,79,1002.3,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-01-03 15:00:00,2.3,17.6,226,77,1001.9,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-01-03 16:00:00,2.1,12.7,215,80,1001.9,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-01-03 17:00:00,1.8,12.5,224,82,1002.3,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-01-03 18:00:00,-0.1,8.7,228,89,1002.3,0.0,100,-1.0,-1.8369701987210297e-16
2024-01-03 19:00:00,-0.6,9.4,230,90,1002.1,0.0,100,-0.9659258262890684,0.2588190451025203
2024-01-03 20:00:00,-0.9,10.7,228,90,1002.2,0.0,100,-0.866025403784439,0.49999999999999933
2024-01-03 21:00:00,-1.2,10.9,226,91,1002.2,0.0,100,-0.7071067811865477,0.7071067811865474
2024-01-03 22:00:00,-1.4,12.5,224,92,1002.0,0.0,100,-0.5000000000000004,0.8660254037844384
2024-01-03 23:00:00,-0.9,14.0,228,93,1001.5,0.0,100,-0.25881904510252157,0.9659258262890681
2024-01-04 00:00:00,0.1,15.6,232,93,1001.1,0.0,100,0.0,1.0
2024-01-04 01:00:00,0.4,17.1,231,93,1000.8,0.0,100,0.25881904510252074,0.9659258262890683
2024-01-04 02:00:00,0.4,15.5,228,92,1000.6,0.0,100,0.49999999999999994,0.8660254037844387
2024-01-04 03:00:00,0.2,14.5,228,92,1000.6,0.1,100,0.7071067811865475,0.7071067811865476
2024-01-04 04:00:00,0.1,14.5,228,93,1000.8,0.2,100,0.8660254037844386,0.5000000000000001
2024-01-04 05:00:00,0.2,15.8,240,94,1000.2,0.3,100,0.9659258262890682,0.25881904510252096
2024-01-04 06:00:00,0.1,16.9,269,95,1000.4,0.2,100,1.0,6.123233995736766e-17
2024-01-04 07:00:00,-1.1,19.2,300,81,1001.2,0.1,100,0.9659258262890683,-0.25881904510252063
2024-01-04 08:00:00,-2.8,19.9,316,71,1002.7,0.0,88,0.8660254037844387,-0.49999999999999983
2024-01-04 09:00:00,-3.7,20.0,322,78,1004.1,0.0,47,0.7071067811865476,-0.7071067811865475
2024-01-04 10:00:00,-5.0,21.4,324,62,1006.2,0.0,15,0.5000000000000003,-0.8660254037844385
2024-01-04 11:00:00,-5.8,20.9,315,53,1007.8,0.0,1,0.258819045102521,-0.9659258262890682
2024-01-04 12:00:00,-6.1,20.9,314,45,1008.7,0.0,0,1.2246467991473532e-16,-1.0
2024-01-04 13:00:00,-6.0,19.4,312,39,1009.0,0.0,0,-0.25881904510252035,-0.9659258262890684
2024-01-04 14:00:00,-5.8,19.4,313,35,1009.4,0.0,0,-0.4999999999999998,-0.8660254037844388
2024-01-04 15:00:00,-5.9,19.1,313,34,1009.8,0.0,0,-0.7071067811865471,-0.7071067811865479
2024-01-04 16:00:00,-6.4,18.6,311,35,1010.6,0.0,0,-0.8660254037844384,-0.5000000000000004
2024-01-04 17:00:00,-7.2,15.4,303,39,1011.5,0.0,0,-0.9659258262890681,-0.2588190451025215
2024-01-04 18:00:00,-8.1,14.5,300,44,1012.3,0.0,0,-1.0,-1.8369701987210297e-16
2024-01-04 19:00:00,-8.5,15.2,301,46,1013.1,0.0,0,-0.9659258262890684,0.2588190451025203
2024-01-04 20:00:00,-9.0,14.3,304,48,1013.8,0.0,0,-0.866025403784439,0.49999999999999933
2024-01-04 21:00:00,-9.7,14.3,298,54,1013.8,0.0,0,-0.7071067811865477,0.7071067811865474
2024-01-04 22:00:00,-10.1,12.7,295,56,1013.9,0.0,0,-0.5000000000000004,0.8660254037844384
2024-01-04 23:00:00,-10.4,12.2,289,58,1013.8,0.0,0,-0.25881904510252157,0.9659258262890681
2024-01-05 00:00:00,-10.8,11.3,287,60,1013.8,0.0,11,0.0,1.0
2024-01-05 01:00:00,-11.1,11.4,283,63,1013.9,0.0,76,0.25881904510252074,0.9659258262890683
2024-01-05 02:00:00,-11.4,10.0,285,64,1013.7,0.0,100,0.49999999999999994,0.8660254037844387
2024-01-05 03:00:00,-11.4,10.6,280,64,1013.8,0.0,98,0.7071067811865475,0.7071067811865476
2024-01-05 04:00:00,-11.6,10.1,270,66,1014.2,0.0,3,0.8660254037844386,0.5000000000000001
2024-01-05 05:00:00,-11.9,9.4,266,68,1013.9,0.0,0,0.9659258262890682,0.25881904510252096
2024-01-05 06:00:00,-11.9,9.7,266,69,1014.0,0.0,0,1.0,6.123233995736766e-17
2024-01-05 07:00:00,-12.1,10.1,268,69,1014.4,0.0,0,0.9659258262890683,-0.25881904510252063
2024-01-05 08:00:00,-12.1,8.5,258,70,1014.4,0.0,0,0.8660254037844387,-0.49999999999999983
2024-01-05 09:00:00,-12.1,12.8,260,76,1014.3,0.0,3,0.7071067811865476,-0.7071067811865475
2024-01-05 10:00:00,-11.1,15.9,265,68,1014.4,0.0,11,0.5000000000000003,-0.8660254037844385
2024-01-05 11:00:00,-9.9,12.6,257,61,1014.6,0.0,16,0.258819045102521,-0.9659258262890682
2024-01-05 12:00:00,-8.6,13.4,246,55,1013.7,0.0,11,1.2246467991473532e-16,-1.0
2024-01-05 13:00:00,-7.2,13.0,242,51,1012.4,0.0,57,-0.25881904510252035,-0.9659258262890684
2024-01-05 14:00:00,-5.9,12.9,234,49,1011.2,0.0,37,-0.4999999999999998,-0.8660254037844388
2024-01-05 15:00:00,-4.8,13.4,234,48,1010.1,0.0,40,-0.7071067811865471,-0.7071067811865479
2024-01-05 16:00:00,-4.0,16.0,239,49,1009.6,0.0,49,-0.8660254037844384,-0.5000000000000004
2024-01-05 17:00:00,-3.8,13.8,263,53,1009.5,0.0,43,-0.9659258262890681,-0.2588190451025215
2024-01-05 18:00:00,-4.9,7.3,261,61,1009.8,0.0,100,-1.0,-1.8369701987210297e-16
2024-01-05 19:00:00,-3.5,8.0,234,61,1009.8,0.0,100,-0.9659258262890684,0.2588190451025203
2024-01-05 20:00:00,-3.0,10.6,242,69,1009.7,0.0,100,-0.866025403784439,0.49999999999999933
2024-01-05 21:00:00,-3.0,15.1,252,76,1009.5,0.0,100,-0.7071067811865477,0.7071067811865474
2024-01-05 22:00:00,-2.5,16.0,256,73,1009.6,0.0,100,-0.5000000000000004,0.8660254037844384
2024-01-05 23:00:00,-2.3,16.3,265,73,1009.7,0.0,99,-0.25881904510252157,0.9659258262890681
2024-01-06 00:00:00,-2.3,17.2,280,75,1010.2,0.0,100,0.0,1.0
2024-01-06 01:00:00,-2.5,13.8,303,75,1010.7,0.0,44,0.25881904510252074,0.9659258262890683
2024-01-06 02:00:00,-4.1,11.6,324,76,1011.3,0.0,22,0.49999999999999994,0.8660254037844387
2024-01-06 03:00:00,-5.4,9.3,332,75,1012.3,0.0,33,0.7071067811865475,0.7071067811865476
2024-01-06 04:00:00,-6.2,15.5,18,74,1013.6,0.0,97,0.8660254037844386,0.5000000000000001
2024-01-06 05:00:00,-7.6,20.3,27,51,1014.0,0.0,2,0.9659258262890682,0.25881904510252096
2024-01-06 06:00:00,-9.1,14.2,36,58,1014.7,0.0,25,1.0,6.123233995736766e-17
2024-01-06 07:00:00,-9.6,13.8,41,61,1015.3,0.0,93,0.9659258262890683,-0.25881904510252063
2024-01-06 08:00:00,-10.2,10.9,46,64,1016.2,0.0,93,0.8660254037844387,-0.49999999999999983
2024-01-06 09:00:00,-10.8,10.6,55,73,1017.1,0.0,84,0.7071067811865476,-0.7071067811865475
2024-01-06 10:00:00,-10.0,14.4,53,67,1017.0,0.0,100,0.5000000000000003,-0.8660254037844385
2024-01-06 11:00:00,-9.2,16.7,65,61,1017.5,0.0,100,0.258819045102521,-0.9659258262890682
2024-01-06 12:00:00,-9.1,19.4,68,59,1016.0,0.0,100,1.2246467991473532e-16,-1.0
2024-01-06 13:00:00,-8.4,16.6,63,52,1015.6,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-01-06 14:00:00,-8.2,17.1,55,48,1013.9,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-01-06 15:00:00,-8.0,17.5,53,46,1013.0,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-01-06 16:00:00,-8.2,19.2,52,47,1012.1,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-01-06 17:00:00,-8.6,19.1,47,47,1011.5,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-01-06 18:00:00,-8.9,17.1,41,50,1011.6,0.1,100,-1.0,-1.8369701987210297e-16
2024-01-06 19:00:00,-9.0,17.6,35,54,1011.4,0.1,100,-0.9659258262890684,0.2588190451025203
2024-01-06 20:00:00,-9.1,19.6,32,57,1010.3,0.1,100,-0.866025403784439,0.49999999999999933
2024-01-06 21:00:00,-9.6,19.2,34,64,1009.2,0.2,100,-0.7071067811865477,0.7071067811865474
2024-01-06 22:00:00,-9.6,18.5,29,67,1007.8,0.2,100,-0.5000000000000004,0.8660254037844384
2024-01-06 23:00:00,-8.1,24.3,52,67,1006.9,0.4,100,-0.25881904510252157,0.9659258262890681
2024-01-07 00:00:00,-7.7,22.4,44,73,1005.6,0.5,100,0.0,1.0
2024-01-07 01:00:00,-6.8,20.4,48,77,1004.9,0.5,100,0.25881904510252074,0.9659258262890683
2024-01-07 02:00:00,-6.1,15.8,43,82,1004.2,0.6,100,0.49999999999999994,0.8660254037844387
2024-01-07 03:00:00,-5.8,13.2,47,86,1003.4,0.8,100,0.7071067811865475,0.7071067811865476
2024-01-07 04:00:00,-5.3,13.8,57,87,1002.9,0.8,100,0.8660254037844386,0.5000000000000001
2024-01-07 05:00:00,-5.3,15.9,62,86,1002.0,1.0,100,0.9659258262890682,0.25881904510252096
2024-01-07 06:00:00,-5.4,16.0,54,86,1001.7,0.7,100,1.0,6.123233995736766e-17
2024-01-07 07:00:00,-5.4,16.9,56,87,1001.3,0.8,100,0.9659258262890683,-0.25881904510252063
2024-01-07 08:00:00,-5.6,16.8,55,87,1001.0,0.9,100,0.8660254037844387,-0.49999999999999983
2024-01-07 09:00:00,-5.8,16.4,52,87,1000.1,0.9,100,0.7071067811865476,-0.7071067811865475
2024-01-07 10:00:00,-5.6,17.5,53,86,1000.0,0.7,100,0.5000000000000003,-0.8660254037844385
2024-01-07 11:00:00,-5.3,15.9,57,85,999.8,0.7,100,0.258819045102521,-0.9659258262890682
2024-01-07 12:00:00,-5.3,14.9,53,86,999.2,0.8,100,1.2246467991473532e-16,-1.0
2024-01-07 13:00:00,-5.2,14.8,51,85,998.5,0.7,100,-0.25881904510252035,-0.9659258262890684
2024-01-07 14:00:00,-5.2,14.0,48,85,997.7,0.5,100,-0.4999999999999998,-0.8660254037844388
2024-01-07 15:00:00,-5.3,13.6,40,84,997.7,0.3,100,-0.7071067811865471,-0.7071067811865479
2024-01-07 16:00:00,-5.5,13.4,31,85,998.2,0.3,100,-0.8660254037844384,-0.5000000000000004
2024-01-07 17:00:00,-5.9,13.0,14,87,998.8,0.4,100,-0.9659258262890681,-0.2588190451025215
2024-01-07 18:00:00,-6.3,14.1,15,86,999.2,0.3,100,-1.0,-1.8369701987210297e-16
2024-01-07 19:00:00,-6.7,13.8,6,86,1000.2,0.3,100,-0.9659258262890684,0.2588190451025203
2024-01-07 20:00:00,-6.9,13.3,358,86,1001.4,0.2,100,-0.866025403784439,0.49999999999999933
2024-01-07 21:00:00,-6.7,12.3,5,85,1002.2,0.2,100,-0.7071067811865477,0.7071067811865474
2024-01-07 22:00:00,-7.1,10.1,343,85,1003.2,0.1,100,-0.5000000000000004,0.8660254037844384
2024-01-07 23:00:00,-7.4,10.1,325,85,1004.0,0.1,100,-0.25881904510252157,0.9659258262890681
2024-01-08 00:00:00,-8.0,8.9,310,85,1005.0,0.0,97,0.0,1.0
2024-01-08 01:00:00,-8.9,7.2,297,86,1006.0,0.0,100,0.25881904510252074,0.9659258262890683
2024-01-08 02:00:00,-8.2,7.0,282,86,1007.0,0.0,100,0.49999999999999994,0.8660254037844387
2024-01-08 03:00:00,-7.8,6.9,276,87,1008.1,0.0,100,0.7071067811865475,0.7071067811865476
2024-01-08 04:00:00,-7.1,10.1,276,87,1009.1,0.0,72,0.8660254037844386,0.5000000000000001
2024-01-08 05:00:00,-7.6,12.1,282,86,1009.9,0.0,85,0.9659258262890682,0.25881904510252096
2024-01-08 06:00:00,-7.4,12.5,282,86,1010.7,0.0,63,1.0,6.123233995736766e-17
2024-01-08 07:00:00,-7.5,10.9,278,87,1011.8,0.0,74,0.9659258262890683,-0.25881904510252063
2024-01-08 08:00:00,-8.0,10.8,268,88,1012.8,0.0,28,0.8660254037844387,-0.49999999999999983
2024-01-08 09:00:00,-8.0,13.0,264,89,1014.9,0.0,52,0.7071067811865476,-0.7071067811865475
2024-01-08 10:00:00,-7.5,15.2,263,87,1016.1,0.0,56,0.5000000000000003,-0.8660254037844385
2024-01-08 11:00:00,-6.2,17.3,268,84,1016.9,0.0,100,0.258819045102521,-0.9659258262890682
2024-01-08 12:00:00,-4.8,16.6,266,83,1017.1,0.0,100,1.2246467991473532e-16,-1.0
2024-01-08 13:00:00,-4.2,13.8,255,83,1016.8,0.0,75,-0.25881904510252035,-0.9659258262890684
2024-01-08 14:00:00,-3.5,11.6,254,82,1016.5,0.0,12,-0.4999999999999998,-0.8660254037844388
2024-01-08 15:00:00,-2.9,10.6,260,79,1016.8,0.0,19,-0.7071067811865471,-0.7071067811865479
2024-01-08 16:00:00,-3.0,8.5,258,79,1017.5,0.0,97,-0.8660254037844384,-0.5000000000000004
2024-01-08 17:00:00,-3.0,9.0,247,81,1018.0,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-01-08 18:00:00,-2.5,11.8,243,81,1018.5,0.0,63,-1.0,-1.8369701987210297e-16
2024-01-08 19:00:00,-3.7,10.5,274,83,1019.3,0.0,7,-0.9659258262890684,0.2588190451025203
2024-01-08 20:00:00,-5.3,10.6,298,82,1020.1,0.0,0,-0.866025403784439,0.49999999999999933
2024-01-08 21:00:00,-7.3,8.0,297,85,1020.6,0.0,92,-0.7071067811865477,0.7071067811865474
2024-01-08 22:00:00,-7.4,7.4,299,85,1020.7,0.0,98,-0.5000000000000004,0.8660254037844384
2024-01-08 23:00:00,-6.8,5.8,330,86,1020.5,0.0,90,-0.25881904510252157,0.9659258262890681
2024-01-09 00:00:00,-6.7,6.6,41,84,1020.0,0.0,98,0.0,1.0
2024-01-09 01:00:00,-8.4,7.6,45,89,1020.4,0.0,100,0.25881904510252074,0.9659258262890683
2024-01-09 02:00:00,-7.1,8.4,40,89,1020.8,0.0,100,0.49999999999999994,0.8660254037844387
2024-01-09 03:00:00,-7.2,6.3,66,90,1021.2,0.0,100,0.7071067811865475,0.7071067811865476
2024-01-09 04:00:00,-7.1,6.1,62,89,1021.7,0.0,100,0.8660254037844386,0.5000000000000001
2024-01-09 05:00:00,-7.2,8.7,60,89,1021.2,0.0,100,0.9659258262890682,0.25881904510252096
2024-01-09 06:00:00,-7.4,10.5,59,83,1020.9,0.0,100,1.0,6.123233995736766e-17
2024-01-09 07:00:00,-7.8,13.4,66,83,1020.0,0.0,100,0.9659258262890683,-0.25881904510252063
2024-01-09 08:00:00,-8.4,13.2,64,85,1019.9,0.0,100,0.8660254037844387,-0.49999999999999983
2024-01-09 09:00:00,-7.8,13.8,49,87,1019.1,0.0,100,0.7071067811865476,-0.7071067811865475
2024-01-09 10:00:00,-8.1,13.2,45,85,1018.6,0.0,100,0.5000000000000003,-0.8660254037844385
2024-01-09 11:00:00,-8.0,15.3,41,84,1017.2,0.0,100,0.258819045102521,-0.9659258262890682
2024-01-09 12:00:00,-7.7,14.8,43,83,1015.9,0.0,100,1.2246467991473532e-16,-1.0
2024-01-09 13:00:00,-7.2,14.5,44,82,1014.4,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-01-09 14:00:00,-6.8,16.0,44,83,1012.4,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-01-09 15:00:00,-6.2,15.5,42,84,1010.5,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-01-09 16:00:00,-5.8,22.5,32,86,1008.8,0.1,100,-0.8660254037844384,-0.5000000000000004
2024-01-09 17:00:00,-5.1,22.4,53,85,1007.0,0.7,100,-0.9659258262890681,-0.2588190451025215
2024-01-09 18:00:00,-3.2,18.4,67,87,1004.7,1.0,100,-1.0,-1.8369701987210297e-16
2024-01-09 19:00:00,-1.9,19.4,79,87,1003.1,0.7,100,-0.9659258262890684,0.2588190451025203
2024-01-09 20:00:00,-1.0,18.7,91,86,1002.0,1.1,100,-0.866025403784439,0.49999999999999933
2024-01-09 21:00:00,-0.8,21.3,101,92,997.7,2.3,100,-0.7071067811865477,0.7071067811865474
2024-01-09 22:00:00,-0.2,22.2,103,93,995.1,2.6,100,-0.5000000000000004,0.8660254037844384
2024-01-09 23:00:00,0.3,26.8,95,91,991.5,1.7,100,-0.25881904510252157,0.9659258262890681
2024-01-10 00:00:00,0.9,22.0,91,87,988.5,0.8,100,0.0,1.0
2024-01-10 01:00:00,1.1,13.6,78,90,987.1,0.8,100,0.25881904510252074,0.9659258262890683
2024-01-10 02:00:00,1.2,16.8,67,92,984.6,1.0,100,0.49999999999999994,0.8660254037844387
2024-01-10 03:00:00,2.1,15.1,72,87,983.2,0.6,100,0.7071067811865475,0.7071067811865476
2024-01-10 04:00:00,3.2,24.6,108,83,979.4,0.2,100,0.8660254037844386,0.5000000000000001
2024-01-10 05:00:00,3.7,24.0,103,82,975.8,0.1,88,0.9659258262890682,0.25881904510252096
2024-01-10 06:00:00,3.2,13.1,69,85,973.3,0.3,98,1.0,6.123233995736766e-17
2024-01-10 07:00:00,2.1,17.7,29,91,971.6,0.4,100,0.9659258262890683,-0.25881904510252063
2024-01-10 08:00:00,2.0,14.3,342,91,972.0,2.8,100,0.8660254037844387,-0.49999999999999983
2024-01-10 09:00:00,1.5,7.8,56,94,971.2,1.9,100,0.7071067811865476,-0.7071067811865475
2024-01-10 10:00:00,2.1,4.0,95,92,971.4,0.5,100,0.5000000000000003,-0.8660254037844385
2024-01-10 11:00:00,2.1,11.1,216,92,972.0,0.2,100,0.258819045102521,-0.9659258262890682
2024-01-10 12:00:00,3.2,21.4,245,91,971.4,0.1,100,1.2246467991473532e-16,-1.0
2024-01-10 13:00:00,3.4,26.9,244,85,971.5,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-01-10 14:00:00,3.7,26.7,243,82,972.0,0.0,49,-0.4999999999999998,-0.8660254037844388
2024-01-10 15:00:00,3.8,27.4,245,80,973.0,0.0,13,-0.7071067811865471,-0.7071067811865479
2024-01-10 16:00:00,3.6,27.2,242,78,974.6,0.0,6,-0.8660254037844384,-0.5000000000000004
2024-01-10 17:00:00,3.0,24.0,240,80,976.0,0.0,2,-0.9659258262890681,-0.2588190451025215
2024-01-10 18:00:00,2.3,24.5,237,83,977.5,0.0,85,-1.0,-1.8369701987210297e-16
2024-01-10 19:00:00,2.0,26.9,232,87,978.9,0.0,100,-0.9659258262890684,0.2588190451025203
2024-01-10 20:00:00,1.6,28.4,232,88,980.1,0.0,65,-0.866025403784439,0.49999999999999933
2024-01-10 21:00:00,1.0,28.4,240,87,982.3,0.0,100,-0.7071067811865477,0.7071067811865474
2024-01-10 22:00:00,0.6,28.7,240,86,983.5,0.0,100,-0.5000000000000004,0.8660254037844384
2024-01-10 23:00:00,0.2,25.6,242,89,984.8,0.0,100,-0.25881904510252157,0.9659258262890681
2024-01-11 00:00:00,-0.8,26.9,245,86,986.3,0.0,100,0.0,1.0
2024-01-11 01:00:00,-2.9,31.0,255,82,987.5,0.0,88,0.25881904510252074,0.9659258262890683
2024-01-11 02:00:00,-4.8,27.9,255,82,989.3,0.0,100,0.49999999999999994,0.8660254037844387
2024-01-11 03:00:00,-5.2,26.8,253,81,991.3,0.0,81,0.7071067811865475,0.7071067811865476
2024-01-11 04:00:00,-6.0,25.6,253,80,993.0,0.0,96,0.8660254037844386,0.5000000000000001
2024-01-11 05:00:00,-6.8,22.9,254,81,994.0,0.0,94,0.9659258262890682,0.25881904510252096
2024-01-11 06:00:00,-7.8,20.6,254,81,994.8,0.0,90,1.0,6.123233995736766e-17
2024-01-11 07:00:00,-8.2,19.1,254,81,996.0,0.0,72,0.9659258262890683,-0.25881904510252063
2024-01-11 08:00:00,-8.6,17.9,255,81,996.9,0.0,51,0.8660254037844387,-0.49999999999999983
2024-01-11 09:00:00,-6.9,17.0,265,78,996.9,0.0,30,0.7071067811865476,-0.7071067811865475
2024-01-11 10:00:00,-6.8,13.0,273,79,997.8,0.0,100,0.5000000000000003,-0.8660254037844385
2024-01-11 11:00:00,-6.3,11.9,268,77,998.4,0.0,97,0.258819045102521,-0.9659258262890682
2024-01-11 12:00:00,-6.1,12.3,263,75,998.6,0.0,76,1.2246467991473532e-16,-1.0
2024-01-11 13:00:00,-5.6,11.2,264,72,998.1,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-01-11 14:00:00,-5.1,12.5,258,71,998.3,0.0,100,-0.4999999999999998,-0.8660254037844388
